id,composition,target,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9
0,Li2Zn2S1,0.0,-0.503801167011261,-0.5042373538017273,-0.4640713930130005,-0.4589077830314636,-0.7065587043762207,-0.6293120980262756,-0.5512643456459045,-0.666638970375061,-0.4941191077232361,0.27919280529022217
1,Na1Li6S4,0.0,-1.4072856903076172,-1.3616678714752197,-1.396600365638733,-1.4075260162353516,-1.364363670349121,-1.4366443157196045,-1.4087656736373901,-1.1827131509780884,-1.2826473712921143,-1.3672846555709839
2,Li17Se6S5,0.0,-1.263875126838684,-1.4376827478408813,-1.2892322540283203,-1.4187904596328735,-1.485011100769043,-1.5082067251205444,-1.5173273086547852,-1.3810462951660156,-1.4652912616729736,-1.415749192237854
3,Li1Se2S1,0.0,-0.6566178798675537,-0.7156171798706055,-0.7320866584777832,-0.8022662401199341,-0.7648798823356628,-0.7425290942192078,-0.7034819722175598,-0.7077988982200623,-0.7949742674827576,-0.5539022088050842
4,Li2C19S15,0.0,0.15066778659820557,0.373052716255188,0.08384168148040771,0.1788567304611206,0.19578707218170166,0.08277320861816406,0.5093507766723633,-0.0629042387008667,0.1914513111114502,0.13281714916229248
5,Na5Li1S2,0.0,-0.9397835731506348,-1.0662964582443237,-0.9511335492134094,-0.9380145072937012,-1.0257415771484375,-0.8836901783943176,-1.0344679355621338,-1.0591508150100708,-0.8607279062271118,-0.9216039180755615
6,Li3Hg8S5,0.0,-0.4155820608139038,-0.49673765897750854,-0.3551448583602905,-0.45938700437545776,-0.5235029458999634,-0.3933544158935547,-0.5577917695045471,-0.5033003687858582,-0.3785768747329712,0.1291053295135498
7,Li2Mg6S1,0.0,-0.2719757556915283,-0.29633283615112305,-0.22346365451812744,-0.2932668924331665,-0.31399309635162354,-0.302471399307251,-0.07538676261901855,-0.3378487825393677,-0.27466845512390137,-0.13730597496032715
8,Sr6Li2S1,0.0,-0.20228028297424316,-0.337746262550354,-0.2634854316711426,-0.3130098581314087,-0.4894448518753052,-0.39523744583129883,-0.29185760021209717,-0.2976560592651367,-0.2362074851989746,-0.3379784822463989
9,Li2Pb6S1,0.0,-0.2919372320175171,-0.2109394073486328,-0.15160751342773438,-0.2698136568069458,-0.3273071050643921,-0.31979048252105713,-0.25235629081726074,-0.2952287197113037,-0.21127653121948242,-0.25543105602264404
10,Li1P2S1,0.0,-0.6080318689346313,-0.5444168448448181,-0.5380363464355469,-0.6783655285835266,-0.649681031703949,-0.7727411389350891,-0.6111895442008972,-0.673309862613678,-0.579129159450531,-0.5514976382255554
11,Li7S5,0.0,-1.3605581521987915,-1.384177803993225,-1.3020539283752441,-1.3914979696273804,-1.365905523300171,-1.290000081062317,-1.3110257387161255,-1.2226587533950806,-1.3219563961029053,-1.260308861732483
12,Li2Si19S15,0.0,-0.6499921083450317,-0.5930966138839722,-0.592171311378479,-0.7363830804824829,-0.8175156712532043,-0.7023166418075562,-0.6863659024238586,-0.6550890207290649,-0.518710732460022,-0.5839200019836426
13,Li17Mg5S6,0.0,-0.7839558124542236,-0.9313273429870605,-0.767004668712616,-0.9597898721694946,-0.8536822199821472,-0.8270105123519897,-0.7977915406227112,-0.9943487644195557,-0.953331470489502,-0.7240110039710999
14,Li1C5S2,0.0,0.019037485122680664,0.3381235599517822,0.1774970293045044,0.30518507957458496,0.023871183395385742,-0.10916948318481445,0.23490726947784424,0.13133513927459717,0.030658721923828125,0.050053954124450684
15,Li6Pb1S4,0.0,-1.3261889219284058,-1.3405234813690186,-1.4046380519866943,-1.3821545839309692,-1.3997761011123657,-1.3725239038467407,-1.378037929534912,-1.3191629648208618,-1.315723180770874,-1.317122459411621
16,Li1Ga1S2,0.0,-1.2387962341308594,-1.27482271194458,-1.2776633501052856,-1.310991644859314,-1.300360918045044,-1.2859001159667969,-1.3092037439346313,-1.243833065032959,-1.2779734134674072,-1.2957826852798462
17,Li1Hg5S2,0.0,-0.236655592918396,-0.2837991714477539,-0.11546552181243896,-0.3110750913619995,-0.3532179594039917,-0.15982484817504883,-0.2931697368621826,-0.30822432041168213,-0.048168182373046875,0.21497070789337158
18,Li6In1S4,0.0,-1.3485246896743774,-1.3178739547729492,-1.3513972759246826,-1.362410545349121,-1.3569695949554443,-1.3838998079299927,-1.3850594758987427,-1.3377903699874878,-1.2951586246490479,-1.314697027206421
19,Li1S2,0.0,-0.8198261260986328,-0.8496997952461243,-0.93805992603302,-0.9515019655227661,-1.0241944789886475,-0.9419255256652832,-0.8103145360946655,-0.8442991971969604,-0.9079512357711792,-0.9319316148757935
20,Ba1Li2S2,0.0,-1.793681263923645,-1.8726986646652222,-1.9121861457824707,-1.8491233587265015,-1.8424221277236938,-1.854807734489441,-1.8052483797073364,-1.7543474435806274,-1.845465064048767,-1.8430501222610474
21,Li6Zn1S4,0.0,-1.403701663017273,-1.4102741479873657,-1.4205728769302368,-1.4523087739944458,-1.4987399578094482,-1.4565094709396362,-1.4413299560546875,-1.4054813385009766,-1.3813868761062622,-1.3705371618270874
22,Li17Se5S6,0.0,-1.2736217975616455,-1.4674936532974243,-1.3401005268096924,-1.4290008544921875,-1.4979004859924316,-1.51016104221344,-1.5123670101165771,-1.3897814750671387,-1.4694528579711914,-1.4227060079574585
23,Li2In15S19,0.0,-0.8714922666549683,-0.8946495652198792,-0.9201858043670654,-0.968127965927124,-0.9845899343490601,-0.7649672031402588,-0.9087214469909668,-0.8214404582977295,-0.9076672792434692,-0.8978942036628723
24,Li6Sn1S4,0.0,-1.2857764959335327,-1.2815306186676025,-1.324110746383667,-1.3158706426620483,-1.2954707145690918,-1.309470772743225,-1.331302285194397,-1.3032276630401611,-1.2738689184188843,-1.2487719058990479
25,Li1Se5S2,0.0,-0.4388297200202942,-0.32836437225341797,-0.4832804203033447,-0.5988274216651917,-0.5328778028488159,-0.48548054695129395,-0.48062461614608765,-0.46412527561187744,-0.5086262226104736,-0.2587796449661255
26,Li1S5N2,0.0,-0.29219114780426025,-0.2052316665649414,-0.3794625997543335,-0.23752880096435547,-0.24066555500030518,-0.2995067834854126,0.347733736038208,-0.37659597396850586,-0.2589608430862427,-0.27449023723602295
27,Li2Sn1S6,0.0,-0.8181039690971375,-0.840800940990448,-0.8620752692222595,-0.9309402704238892,-0.8518509268760681,-0.8959242105484009,-0.8323758244514465,-0.7844091653823853,-0.7891228795051575,-0.8374679088592529
28,Li2Ca2S1,0.0,-0.6272469758987427,-0.8437581658363342,-0.6859381198883057,-0.8768186569213867,-1.0541799068450928,-0.7445241212844849,-0.7379149198532104,-0.9085714817047119,-0.9097020626068115,-0.7557435035705566
29,Li2Zn19S15,0.0,-0.9760774374008179,-0.951379120349884,-0.9599603414535522,-1.0104173421859741,-1.0551289319992065,-0.7991039156913757,-0.8563423752784729,-0.9917657971382141,-0.9537397027015686,-0.9475753307342529
30,Li17Cd6S5,0.0,-0.5954558849334717,-0.7017213702201843,-0.6660605669021606,-0.7993277311325073,-0.7423712611198425,-0.7425747513771057,-0.6696030497550964,-0.7532349228858948,-0.6605435013771057,-0.10605502128601074
31,Li6Mg4S1,0.0,-0.2312396764755249,-0.29816508293151855,-0.28883612155914307,-0.42408597469329834,-0.39397096633911133,-0.33667421340942383,-0.18768072128295898,-0.3495427370071411,-0.2991293668746948,-0.1938314437866211
32,Li2S19I15,0.0,-0.36109673976898193,-0.16218960285186768,-0.40631330013275146,-0.2656146287918091,-0.3804861307144165,-0.24058687686920166,-0.0869828462600708,-0.4217790365219116,-0.1754540205001831,-0.2503952980041504
33,Li1Al5S2,0.0,-0.6408233642578125,-0.504967451095581,-0.5212939381599426,-0.7496927380561829,-0.7268345952033997,-0.5506515502929688,-0.6282055377960205,-0.716427206993103,-0.27271175384521484,-0.40743815898895264
34,Li17B5S6,0.0,-0.5064127445220947,-0.7696487903594971,-0.4173501133918762,-0.757226288318634,-0.7269431948661804,-0.5200962424278259,-0.5845531225204468,-0.7341011762619019,0.09338414669036865,-0.5415828227996826
35,Sr1Li6S4,0.0,-1.6633398532867432,-1.7210805416107178,-1.7115075588226318,-1.6763436794281006,-1.7828946113586426,-1.6703081130981445,-1.6703166961669922,-1.5565860271453857,-1.6608086824417114,-1.6736958026885986
36,Li2Si2S1,0.0,-0.42882949113845825,-0.5079363584518433,-0.5088358521461487,-0.6180866956710815,-0.6401925683021545,-0.5901550054550171,-0.5855280160903931,-0.603191614151001,-0.6833073496818542,-0.4279974699020386
37,Li2Ga15S19,0.0,-1.0122233629226685,-1.0924690961837769,-1.0670307874679565,-1.1945080757141113,-1.1447988748550415,-0.9731853008270264,-1.1052989959716797,-0.9787185192108154,-1.0480046272277832,-1.1063356399536133
38,Li1S1,0.0,-1.1171274185180664,-1.1454925537109375,-1.1741199493408203,-1.259556531906128,-1.2311142683029175,-1.2255187034606934,-1.1427679061889648,-1.1168702840805054,-1.0985193252563477,-1.133421778678894
39,Sr2Li1S1,0.0,-0.94468092918396,-1.0129139423370361,-0.8434186577796936,-0.9369515776634216,-1.0995161533355713,-0.90865558385849,-0.8738218545913696,-1.0845882892608643,-1.0190579891204834,-0.8173336386680603
40,Li6Pb4S1,0.0,-0.43398624658584595,-0.40197765827178955,-0.4355085492134094,-0.47643667459487915,-0.531294047832489,-0.5341200828552246,-0.4350721836090088,-0.5141549706459045,-0.48238396644592285,-0.4795541763305664
41,Li2Mg15S19,0.0,-1.2843151092529297,-1.391385555267334,-1.4535866975784302,-1.3256014585494995,-1.402923345565796,-0.34107768535614014,-1.494956374168396,-1.2554582357406616,-1.3773345947265625,-1.4859240055084229
42,Li6As4S1,0.0,-0.6459908485412598,-0.6178587675094604,-0.6050648093223572,-0.653181254863739,-0.7012159824371338,-0.7247380018234253,-0.7052273154258728,-0.7169886231422424,-0.661629319190979,-0.617854654788971
43,Li3S13,0.0,-0.5544905066490173,-0.5474382042884827,-0.6439797282218933,-0.6232486367225647,-0.5825684070587158,-0.6187591552734375,-0.6096521019935608,-0.5581327676773071,-0.5478377342224121,-0.6670293211936951
44,Li1Cd1S2,0.0,-0.9796607494354248,-0.94073486328125,-0.8969786167144775,-1.0406498908996582,-1.0233359336853027,-0.97725510597229,-0.9728719592094421,-0.8868463039398193,-0.9786306619644165,-0.9753099083900452
45,Li2Si1S6,0.0,-0.8902233242988586,-0.9701927900314331,-0.9427160024642944,-1.0286047458648682,-1.0362393856048584,-0.9619678258895874,-0.9175702333450317,-0.7970148921012878,-0.9379817247390747,-0.9446078538894653
46,Na6Li17S5,0.0,-0.4555927515029907,-0.7217301726341248,-0.5839210152626038,-0.5804497003555298,-0.7370738983154297,-0.774652898311615,-0.5426012873649597,-0.8309611082077026,-0.35256874561309814,-0.5103261470794678
47,Li3Cd5S8,0.0,-0.9506670236587524,-0.8956798315048218,-0.853033721446991,-1.017063856124878,-1.0182271003723145,-0.9980971217155457,-0.9244418144226074,-0.8673535585403442,-0.9618269205093384,-0.9528763294219971
48,Li1Ge5S2,0.0,-0.4432224631309509,-0.2749311923980713,-0.24166905879974365,-0.4068412780761719,-0.4802568554878235,-0.36109232902526855,-0.3382197618484497,-0.3493560552597046,-0.3015822172164917,-0.334464430809021
49,Li6S4O1,0.0,-1.2283304929733276,-1.2867344617843628,-1.2742655277252197,-1.351465106010437,-1.1968294382095337,-0.29328370094299316,-1.2938816547393799,-1.2799906730651855,-0.42285943031311035,-1.1750080585479736
50,Li2Te2S1,0.0,-0.7488267421722412,-0.8882266879081726,-0.8309509754180908,-1.0047599077224731,-1.0084854364395142,-0.9749908447265625,-1.0187339782714844,-0.8502166271209717,-0.9584290385246277,-0.8759222626686096
51,Li2S15N19,0.0,0.15062284469604492,0.09075307846069336,0.07187652587890625,0.02648341655731201,0.08792471885681152,0.06539571285247803,0.2367483377456665,-0.03866457939147949,0.0730750560760498,0.1429901123046875
52,Li2Se1S6,0.0,-0.7485793232917786,-0.8269783854484558,-0.7109870910644531,-0.8913143277168274,-0.685944139957428,-0.8399157524108887,-0.7996612191200256,-0.793752133846283,-0.7627055644989014,-0.803043007850647
53,Li1S2O5,0.0,-1.611933708190918,-1.838234543800354,-1.7753775119781494,-1.8847248554229736,-1.7518653869628906,-1.8835009336471558,-1.8747892379760742,-1.7980393171310425,-1.8537319898605347,-1.817080020904541
54,Li1Te1S2,0.0,-0.6981506943702698,-0.7463110685348511,-0.7989345788955688,-0.7313600182533264,-0.6954879760742188,-0.7822412848472595,-0.7346400618553162,-0.7428727149963379,-0.7343835234642029,-0.6992038488388062
55,Li1S2Cl1,0.0,-0.9462767839431763,-1.0160293579101562,-1.0259108543395996,-1.0599887371063232,-1.1485346555709839,-1.2113981246948242,-0.9540623426437378,-1.0657013654708862,-1.0266788005828857,-1.0455889701843262
56,Li1S5F2,0.0,-0.913151741027832,-1.0598844289779663,-1.1697922945022583,-1.2057327032089233,-1.149078130722046,-1.281261682510376,-0.41893821954727173,-1.1150524616241455,-1.1152117252349854,-1.0615816116333008
57,Li1Cd5S2,0.0,-0.35327160358428955,-0.3948630094528198,-0.32836437225341797,-0.4083242416381836,-0.5134139060974121,-0.18610608577728271,-0.40219664573669434,-0.5513812899589539,-0.306734561920166,-0.3147038221359253
58,Li23S5,0.0,-0.6462544202804565,-0.7073897123336792,-0.912526547908783,-0.5416119694709778,-0.8702830672264099,-0.7402269244194031,-0.7815234661102295,-0.6850553750991821,-0.8567200899124146,-0.7888572216033936
59,Li2Se6S1,0.0,-0.6616942882537842,-0.7145588397979736,-0.7305295467376709,-0.7744084596633911,-0.741949737071991,-0.7391539216041565,-0.714743971824646,-0.6809790730476379,-0.741507351398468,-0.602824866771698
60,Li3S1,0.0,-1.1810168027877808,-1.173907995223999,-1.2912055253982544,-1.060928463935852,-1.354735255241394,-1.2069542407989502,-1.159303069114685,-1.173898696899414,-1.4003435373306274,-1.251294493675232
61,Li2C15S19,0.0,-0.15687143802642822,0.1567162275314331,-0.0413433313369751,-0.163773775100708,-0.06436550617218018,0.08924257755279541,0.383455753326416,-0.08597540855407715,-0.08074367046356201,0.3069115877151489
62,Li1S2I5,0.0,-0.23688256740570068,-0.34430134296417236,-0.234427809715271,-0.18242156505584717,-0.43494129180908203,-0.2857809066772461,0.0042226314544677734,-0.39509451389312744,-0.2363957166671753,-0.10204589366912842
63,Li2P1S2,0.0,-1.0160471200942993,-1.0862698554992676,-1.0657378435134888,-1.0763856172561646,-1.091363549232483,-1.1342673301696777,-1.0688505172729492,-1.049506425857544,-1.1103672981262207,-1.114393949508667
64,Li6S4F1,0.0,-1.4757994413375854,-1.550344467163086,-1.2761104106903076,-0.9968620538711548,-1.6639378070831299,-1.4200035333633423,-1.6170711517333984,-1.1369491815567017,-1.60403573513031,-1.6056500673294067
65,Li2Zn1S6,0.0,-0.7463483214378357,-0.7222194075584412,-0.7700954675674438,-0.7998770475387573,-0.8495341539382935,-0.8701980710029602,-0.8009942173957825,-0.5933523178100586,-0.6698222756385803,-0.8161194920539856
66,Li1Se1S2,0.0,-0.7164624333381653,-0.6803280711174011,-0.6770661473274231,-0.651005208492279,-0.6356983780860901,-0.748458743095398,-0.6427337527275085,-0.7653146386146545,-0.7375885248184204,-0.5551705956459045
67,Ba6Li17S5,0.0,-0.566927433013916,-0.7668651938438416,-0.6164106130599976,-0.5298517346382141,-0.9046730995178223,-0.7979667782783508,-0.672906756401062,-0.8651599287986755,-0.8149067163467407,-0.7483208179473877
68,Li2B6S1,0.0,-0.36087489128112793,-0.3882521390914917,-0.4007676839828491,-0.3649250268936157,-0.4262053966522217,-0.5232360363006592,-0.4491717219352722,-0.44751429557800293,-0.46335357427597046,-0.3304562568664551
69,Li1S2N1,0.0,-0.37170612812042236,-0.289481520652771,-0.4068225622177124,-0.45206713676452637,-0.3112114667892456,-0.18279922008514404,0.19267714023590088,-0.2815662622451782,0.0024776458740234375,0.13329744338989258
70,Li2Te15S19,0.0,-0.32211947441101074,-0.30300235748291016,-0.4749046564102173,-0.36949968338012695,-0.2848418951034546,-0.41666853427886963,-0.23761582374572754,-0.37043726444244385,-0.17704641819000244,-0.15182256698608398
71,Li3Te8S5,0.0,-0.3477644920349121,-0.538701057434082,-0.5325611233711243,-0.553960919380188,-0.47014808654785156,-0.6143297553062439,-0.6015697121620178,-0.5811135172843933,-0.5224878787994385,-0.32496345043182373
72,Li2Pb15S19,0.0,-0.7449884414672852,-0.7147023677825928,-0.7672077417373657,-0.8173338770866394,-0.8546071648597717,-0.7713440656661987,-0.8054521083831787,-0.7228598594665527,-0.8723020553588867,-0.8012722134590149
73,Li3C5S8,0.0,-0.43909192085266113,-0.3158327341079712,-0.36053454875946045,-0.6060585379600525,-0.4208936095237732,-0.3619208335876465,-0.23696959018707275,-0.435133159160614,-0.35744738578796387,-0.24337518215179443
74,Li6S4Cl1,0.0,-1.2694838047027588,-1.4704092741012573,-1.2961227893829346,-1.179641604423523,-1.3850491046905518,-0.8339102268218994,-1.3909239768981934,-1.2165697813034058,-1.1033339500427246,-1.361786127090454
75,Li17Hg6S5,0.0,-0.5190667510032654,-0.6695278286933899,-0.5965573787689209,-0.7701370120048523,-0.7066341638565063,-0.7782725095748901,-0.7497450113296509,-0.6465511918067932,-0.5772543549537659,-0.21140456199645996
76,Li1As1S2,0.0,-0.8261842131614685,-0.8219517469406128,-0.8307753801345825,-0.8578328490257263,-0.9137519598007202,-0.8444042205810547,-0.8880562782287598,-0.8640817403793335,-0.8399543762207031,-0.8715818524360657
77,Li2S1F2,0.0,-1.9514802694320679,-2.239839792251587,-2.2699766159057617,-2.140289783477783,-1.9587260484695435,-2.13077974319458,-1.8825979232788086,-2.0104897022247314,-2.052222728729248,-2.136112689971924
78,Li1P5S2,0.0,-0.535818338394165,-0.3808307647705078,-0.32643353939056396,-0.5084365606307983,-0.48838019371032715,-0.5731630325317383,-0.4368706941604614,-0.4645668864250183,-0.4032411575317383,-0.44633948802948
79,Li6Sn4S1,0.0,-0.46973562240600586,-0.4654160737991333,-0.49684393405914307,-0.54857337474823,-0.5495384335517883,-0.57891845703125,-0.5560423135757446,-0.5677823424339294,-0.5528791546821594,-0.5254452228546143
80,Ba1Li6S4,0.0,-1.6553261280059814,-1.7140765190124512,-1.6897501945495605,-1.6652066707611084,-1.735407829284668,-1.6560423374176025,-1.6539819240570068,-1.5592031478881836,-1.6643106937408447,-1.67544686794281
81,Li3S5N8,0.0,-0.1025538444519043,-0.15315747261047363,-0.1494905948638916,-0.4174734354019165,-0.1878795623779297,-0.21384871006011963,-0.13264846801757812,-0.27248871326446533,-0.1575106382369995,-0.14854252338409424
82,Li2Sn2S1,0.0,-0.5924525856971741,-0.5863112211227417,-0.5705013871192932,-0.6313256621360779,-0.7066645622253418,-0.7450544238090515,-0.6891747117042542,-0.6561467051506042,-0.6824564933776855,-0.6049317717552185
83,Li2Al19S15,0.0,-1.1200653314590454,-1.0790202617645264,-1.234216570854187,-1.3020693063735962,-1.1858323812484741,-0.8760592341423035,-1.1332732439041138,-1.1126298904418945,-0.9709238409996033,-0.9605152606964111
84,Li2In2S1,0.0,-0.5773773193359375,-0.5855401158332825,-0.46486473083496094,-0.6600839495658875,-0.6770951151847839,-0.6772851943969727,-0.5783295631408691,-0.6399039030075073,-0.5706908702850342,-0.6954303979873657
85,Li3Si8S5,0.0,-0.5788461565971375,-0.5339203476905823,-0.5127225518226624,-0.6586791276931763,-0.7101800441741943,-0.7161939740180969,-0.6514778733253479,-0.6679558157920837,-0.5719096660614014,-0.44793325662612915
86,Li2P2S1,0.0,-0.6050758957862854,-0.675080418586731,-0.6961672902107239,-0.781160831451416,-0.716799259185791,-0.8298654556274414,-0.7108126282691956,-0.7547199726104736,-0.7431182861328125,-0.6294546723365784
87,Li2S1Cl6,0.0,-1.2814548015594482,-1.2994604110717773,-1.2661001682281494,-1.2075316905975342,-1.3004754781723022,-1.2615602016448975,-1.1847424507141113,-1.1772910356521606,-1.2518184185028076,-1.2726969718933105
88,Na1Li2S2,0.0,-1.2710695266723633,-1.2046964168548584,-1.2812981605529785,-1.2868781089782715,-1.2177889347076416,-0.7580873966217041,-1.2113115787506104,-1.0444388389587402,-0.848541259765625,-1.219383716583252
89,Li1Ga2S5,0.0,-0.8324269652366638,-0.9065581560134888,-0.9743051528930664,-0.9845473766326904,-0.8735349774360657,-0.5486853122711182,-0.9771302938461304,-0.8879612684249878,-0.885215163230896,-0.9511513710021973
90,Li6S1Cl4,0.0,-1.8281009197235107,-1.8870024681091309,-1.9193042516708374,-1.8335031270980835,-1.932480812072754,-1.8427774906158447,-1.8521130084991455,-1.8151671886444092,-1.771694540977478,-1.8870806694030762
91,Li2C6S1,0.0,-0.022319674491882324,0.08543658256530762,-0.07508683204650879,-0.16217470169067383,-0.2679513692855835,-0.2323547601699829,-0.19888293743133545,-0.007512927055358887,-0.03168749809265137,-0.03108513355255127
92,Li1In2S5,0.0,-0.23140394687652588,-0.8048083782196045,-0.7830794453620911,-0.81721431016922,-0.7909057140350342,-0.5306849479675293,-0.7962266206741333,-0.7375543117523193,-0.7133548855781555,-0.8595861196517944
93,Li2S15O19,0.0,-1.2981798648834229,-1.1746082305908203,-1.2718400955200195,-1.478816032409668,-1.219992995262146,-1.0482993125915527,-1.3164644241333008,-1.2915780544281006,-1.2440121173858643,-1.3347833156585693
94,Li6Ge4S1,0.0,-0.44407570362091064,-0.3711625337600708,-0.42416268587112427,-0.5476307272911072,-0.5509470701217651,-0.5435479283332825,-0.5418878793716431,-0.5645973682403564,-0.5812344551086426,-0.4829556941986084
95,Li17S6F5,0.0,-1.9848698377609253,-2.048950672149658,-1.80110764503479,-1.6299796104431152,-2.200929880142212,-1.7491345405578613,-2.0235671997070312,-1.8990836143493652,-2.1432671546936035,-1.9020496606826782
96,Li2Cd2S1,0.0,-0.4160638451576233,-0.5331746935844421,-0.4204280972480774,-0.6126323342323303,-0.6612046360969543,-0.6090496182441711,-0.5050060153007507,-0.6306424736976624,-0.40087175369262695,0.12246060371398926
97,Sr19Li2S15,0.0,-2.028855562210083,-2.1096606254577637,-2.089052677154541,-1.9732964038848877,-2.024758815765381,-1.6133744716644287,-1.884897232055664,-2.012436866760254,-1.982546329498291,-1.8982045650482178
98,Li6As1S4,0.0,-1.2557495832443237,-1.260698914527893,-1.238181471824646,-1.279432773590088,-1.2976691722869873,-1.3114378452301025,-1.297095775604248,-1.2499239444732666,-1.2042425870895386,-1.2472914457321167
99,Li1S1O2,0.0,-1.9330508708953857,-1.9253833293914795,-2.017184257507324,-2.026575803756714,-1.9915728569030762,-1.929537057876587,-1.9700785875320435,-1.7030768394470215,-1.9793953895568848,-1.9206924438476562
100,Li3Mg5S8,0.0,-1.3816547393798828,-1.3911325931549072,-1.4308587312698364,-1.4010430574417114,-1.3997814655303955,-0.7188224196434021,-1.4689548015594482,-1.3069742918014526,-1.3898138999938965,-1.4231927394866943
101,Li2As15S19,0.0,-0.45882320404052734,-0.47171759605407715,-0.48733848333358765,-0.5571250915527344,-0.534500002861023,-0.4561771750450134,-0.5217613577842712,-0.40718764066696167,-0.3996453285217285,-0.495486855506897
102,Ba4Li6S1,0.0,-0.19070744514465332,-0.28691649436950684,-0.3745889663696289,-0.0895928144454956,-0.5610421895980835,-0.49361735582351685,-0.26441168785095215,-0.4200859069824219,-0.47667908668518066,-0.3872925043106079
103,Li2Se15S19,0.0,-0.3428581953048706,0.042093634605407715,-0.3235126733779907,-0.39528214931488037,-0.32351744174957275,-0.244040846824646,-0.02104651927947998,-0.49063777923583984,-0.13063335418701172,-0.04359400272369385
104,Li2S3,0.0,-0.9626914262771606,-0.9442721009254456,-1.0368194580078125,-1.1320302486419678,-1.0996387004852295,-1.0735182762145996,-0.9514445066452026,-0.9466729760169983,-0.9857407808303833,-1.0310678482055664
105,Li1Ga2S1,0.0,-0.6464866399765015,-0.7029184103012085,-0.6032830476760864,-0.6494304537773132,-0.7292932271957397,-0.767306387424469,-0.5791047215461731,-0.7466387152671814,-0.5743618011474609,-0.49320030212402344
106,Li2S1I2,0.0,-0.7272025942802429,-0.9247535467147827,-0.8087061643600464,-0.5007898807525635,-0.94215327501297,-0.9773777723312378,-0.8133314251899719,-0.8896967172622681,-0.44856131076812744,-0.41053837537765503
107,Li2Cd15S19,0.0,-0.7275367975234985,-0.8022591471672058,-0.7441228628158569,-0.8083245754241943,-0.889972448348999,-0.801821231842041,-0.7999067306518555,-0.7414757013320923,-0.8397853970527649,-0.8093927502632141
108,Ba5Li1S2,0.0,-0.9227793216705322,-0.851581335067749,-0.8068646192550659,-0.8171935081481934,-0.9978137612342834,-0.39037370681762695,-0.8026785254478455,-0.9537728428840637,-0.7782251834869385,-0.5770058035850525
