composition,roost_ensemble_mean,e_hull_from_roost,roost_band_gap,pretty_formula
Na1Li6S4,-1.3615498781204225,0.0661271972583648,3.1030819416046143,Na(Li3S2)2
Li17Se6S5,-1.4182212471961977,-0.0641466574305718,2.161156177520752,Li17Se6S5
Li1Se2S1,-0.7174154281616211,-0.0674411282536965,2.7190699577331543,LiSe2S
Na5Li1S2,-0.9680610418319702,0.0126925316576136,2.516691207885742,Na5LiS2
Li3Hg8S5,-0.3954272627830505,0.1933292056935124,0.8542633056640625,Li3Hg8S5
Li1P2S1,-0.6206398963928222,0.0802585488586654,2.1505558490753174,LiP2S
Li7S5,-1.3210143208503724,0.0263868121977437,3.473522186279297,Li7S5
Li2Si19S15,-0.6535561084747314,0.0620432225032789,2.112391471862793,Li2Si19S15
Li17Mg5S6,-0.8592253208160401,0.1291784948536023,2.894622802734375,Li17Mg5S6
Li6Pb1S4,-1.3555851578712463,0.0173952414469362,1.1119027137756348,Li6PbS4
Li1Ga1S2,-1.2815327882766725,-0.0041846775475054,3.948630332946777,LiGaS2
Li6In1S4,-1.3453781366348267,0.0355017917742648,2.9994304180145264,Li6InS4
Li1S2,-0.9019704401493072,-0.0236095644151794,4.491009712219238,LiS2
Ba1Li2S2,-1.8373030304908755,-0.0030444945742078,3.4720025062561035,Ba(LiS)2
Li6Zn1S4,-1.424084222316742,-0.0004226947518062,2.650219440460205,Li6ZnS4
Li17Se5S6,-1.4312585711479189,-0.0679743802829633,2.157255887985229,Li17Se5S6
Li2In15S19,-0.8939736127853394,-0.0273519145156641,1.9061670303344729,Li2In15S19
Li6Sn1S4,-1.2969400763511658,0.0602737397851982,1.300834059715271,Li6SnS4
Li1Se5S2,-0.4579816043376922,-0.0738432310345854,2.391655921936035,LiSe5S2
Li2Sn1S6,-0.8443071365356445,-0.0100053497962255,2.1599667072296143,Li2SnS6
Li2Ca2S1,-0.8144397914409638,0.1524470138507025,2.410489559173584,Li2Ca2S
Li2Zn19S15,-0.950149029493332,0.0021533407902322,2.2627670764923096,Li2Zn19S15
Li6Mg4S1,-0.3003156304359436,0.1540043310602685,1.78816556930542,Li6Mg4S
Li2S19I15,-0.2750898480415344,-0.1005881614211647,2.728190898895264,Li2S19I15
Li1Al5S2,-0.5719046294689178,0.1938211602706658,2.9281046390533447,LiAl5S2
Sr1Li6S4,-1.678688156604767,-0.0128822084987045,3.400786876678467,Sr(Li3S2)2
Li2Ga15S19,-1.0722573280334473,-0.0689540473332159,3.5146281719207764,Li2Ga15S19
Li1S1,-1.1644508719444275,0.0266035086656917,4.5294342041015625,LiS
Li6As4S1,-0.6649749577045441,0.0990208621250015,0.9333841800689696,Li6As4S
Li3S13,-0.5953136563301087,-0.0063704639863584,2.684656381607056,Li3S13
Li1Cd1S2,-0.9672273993492126,0.0743900767370973,2.8600478172302246,LiCdS2
Li2Si1S6,-0.942711877822876,-0.0198310994167918,3.510528564453125,Li2SiS6
Na6Li17S5,-0.6089877724647522,0.1965914519028072,2.3413875102996826,Na6Li17S5
Li3Cd5S8,-0.943926727771759,0.0603315221835983,2.553285598754883,Li3Cd5S8
Li2Te2S1,-0.9159542500972748,0.084698688168751,1.6136815547943115,Li2Te2S
Li2Se1S6,-0.7862880945205688,-0.0161627801397823,2.3552727699279785,Li2SeS6
Li1S2O5,-1.808927750587464,0.184284778527122,6.265999794006348,LiS2O5
Li1Te1S2,-0.7363585770130158,-0.0070942148065752,2.5078577995300293,LiTeS2
Li1S2Cl1,-1.05001699924469,0.0502691128594769,5.328657627105713,LiS2Cl
Li1S5F2,-1.0489684998989106,0.0703527000555168,6.81307315826416,LiS5F2
Li23S5,-0.7530448794364929,0.052534344931067,1.8744295835494995,Li23S5
Li2Se6S1,-0.7102350056171417,-0.1850589375648929,2.014909267425537,Li2Se6S
Li3S1,-1.2253588080406188,-0.0975478939260354,2.239781141281128,Li3S
Li1S2I5,-0.2448068976402282,0.1292966733493552,2.379991054534912,LiS2I5
Li2P1S2,-1.0813189506530765,0.0401185617493051,3.407032012939453,Li2PS2
Li2Zn1S6,-0.7638560771942139,0.0861089177198078,2.829575061798096,Li2ZnS6
Li1Se1S2,-0.6809826493263245,0.0872940972798885,3.086036205291748,LiSeS2
Ba6Li17S5,-0.7283989071846009,0.103884781944864,2.1577372550964355,Ba6Li17S5
Li2B6S1,-0.4154757022857666,0.0857735928762709,2.205274820327759,Li2B6S
Li2Te15S19,-0.3107958674430847,-0.1362941808227158,1.926650166511536,Li2Te15S19
Li3Te8S5,-0.5087599992752075,0.0415754170398962,1.5440237522125244,Li3Te8S5
Li6S4Cl1,-1.2507230639457705,0.1975880664438405,3.4328277111053467,Li6S4Cl
Li1As1S2,-0.8558574616909027,0.0032793040382639,1.9679925441741943,LiAsS2
Li1P5S2,-0.4564080655574798,0.0100842194499624,1.349435329437256,LiP5S2
Ba1Li6S4,-1.6668752312660218,-0.0128952319478379,2.9214601516723637,Ba(Li3S2)2
Li2Al19S15,-1.0974605321884154,-0.0653918201764565,3.598536968231201,Li2Al19S15
Li3Si8S5,-0.6049818813800811,0.1499836529558564,2.156157970428467,Li3Si8S5
Li2P2S1,-0.7142254710197449,0.1880232602719216,2.2111589908599854,Li2P2S
Li2S1Cl6,-1.25031316280365,0.1099287080875544,4.214334487915039,Li2SCl6
Li1Ga2S5,-0.8821516036987305,0.0815111645341559,3.918002367019653,LiGa2S5
Li6S1Cl4,-1.856922447681427,0.1073187916935731,4.080428123474121,Li6SCl4
Li1In2S5,-0.7064818680286408,0.1729718096908533,2.8422605991363525,LiIn2S5
Li6Ge4S1,-0.5052202045917511,0.1111174875105214,0.8099857568740845,Li6Ge4S
Li17S6F5,-1.938293981552124,0.1590997295044236,4.810935974121094,Li17S6F5
Sr19Li2S15,-1.9617083549499512,0.0341810032965772,2.170432806015014,Sr19Li2S15
Li6As1S4,-1.2641723513603211,0.0412526555336181,1.716996431350708,Li6AsS4
Li1S1O2,-1.939654743671417,0.1886608024776712,5.2933735847473145,LiSO2
Li3Mg5S8,-1.331222873926163,0.1648476958208609,3.854307651519776,Li3Mg5S8
Li2As15S19,-0.4789762735366821,0.0240410535003542,1.5509469509124756,Li2As15S19
Ba4Li6S1,-0.3544934451580047,0.0696516723988135,1.891889333724976,Ba4Li6S
Li2Se15S19,-0.2273029327392578,0.1405959776703821,2.771121025085449,Li2Se15S19
Li2S3,-1.0163896322250363,-0.0129513545405115,4.878231525421143,Li2S3
Li1Ga2S1,-0.6492023706436157,0.1525173043043007,2.888704538345337,LiGa2S
Li2Cd15S19,-0.7964597642421722,0.0934175246822648,2.1470372676849365,Li2Cd15S19
Li3Pb5S8,-0.9407253444194794,0.0005359066742716,0.5160150527954102,Li3Pb5S8
Li3In5S8,-1.0956785917282104,-0.0212913123532101,3.0856661796569824,Li3In5S8
Li3Sn5S8,-0.9722722887992858,-0.027786320830536,1.2778456211090088,Li3Sn5S8
Li2S1I6,-0.6635486662387848,-0.0231759496878594,2.0959701538085938,Li2SI6
Li3Te5S8,-0.5858160614967346,-0.0189344554550675,2.3141307830810547,Li3Te5S8
Sr5Li3S8,-1.8867095470428468,0.0698325148061109,3.409475326538086,Sr5Li3S8
Li17S6N5,-0.9209981620311736,0.1990802914360874,2.266547203063965,Li17S6N5
Ba5Li17S6,-0.9436446607112884,0.0496227954345441,2.328917980194092,Ba5Li17S6
Li2Te6S1,-0.5799030184745788,0.0494676817337544,0.9961225986480712,Li2Te6S
Na1Li2S6,-0.8243413209915161,0.0798605087836165,3.5120363235473637,Na(LiS3)2
Na5Li17S6,-0.8941127836704255,0.0725822855706457,2.541899919509888,Na5Li17S6
Li17S5N6,-0.8676721751689911,0.1392564460438059,2.283132076263428,Li17S5N6
Li2P6S1,-0.4451898515224456,0.0560594436395919,0.9363210201263428,Li2P6S
Li17Te5S6,-1.2951082944869996,0.0236036156469294,1.7350890636444092,Li17Te5S6
Li1In1S2,-1.1689158082008362,0.0159702400283312,3.4877500534057617,LiInS2
Li17S5I6,-1.3589598655700683,0.0561822395117765,2.625373363494873,Li17S5I6
Li1Sn2S5,-0.7911769032478333,0.0520007547171952,1.7533886432647705,LiSn2S5
Sr6Li17S5,-0.7488767683506012,0.1065043851836249,2.157622814178467,Sr6Li17S5
Li2S15I19,-0.1517795443534851,0.0227221422668854,2.614561080932617,Li2S15I19
Li3S5F8,-1.9199392199516296,0.0868747306636041,7.953446388244629,Li3S5F8
Li6Ca4S1,-0.3808955073356628,0.0637737911302458,1.8650074005126955,Li6Ca4S
Li2Ca19S15,-1.9130298495292664,0.0902482782542994,2.478191375732422,Li2Ca19S15
Li1Si2S5,-1.043035751581192,0.0136682813838366,3.7732632160186768,LiSi2S5
Li1B2S5,-0.8461812674999237,0.003098262905579,4.765376091003418,LiB2S5
Li2S19F15,-1.390809327363968,-0.0919657590465483,7.928267478942871,Li2S19F15
Sr1Li1S2,-1.7119148969650269,0.098452108868305,3.869135856628418,SrLiS2
Li1Ge2S5,-0.78820641040802,0.0211921731076032,3.3864681720733643,LiGe2S5
Li1B1S2,-1.0486808657646178,0.012006139860381,4.340584754943848,LiBS2
Li1Pb2S5,-0.6557509660720825,0.1089505543929459,0.8323811292648315,LiPb2S5
Sr5Li17S6,-0.9676158010959626,0.0488811973117744,2.4810221195220947,Sr5Li17S6
Li2As1S2,-1.0559314012527463,0.0115061513305882,1.884326219558716,Li2AsS2
Li3In8S5,-0.6866211056709289,0.0985466653056331,1.6315159797668457,Li3In8S5
Li3Ga8S5,-0.7688181757926941,0.0702857983088677,3.2252392768859863,Li3Ga8S5
Li17Si6S5,-0.7179099380970001,0.1768963521634156,2.335876703262329,Li17Si6S5
Li6Al1S4,-1.5102204084396362,-0.0453245936669088,3.101968288421631,Li6AlS4
Li3Se8S5,-0.5390855550765992,0.0075463932034887,2.933300733566284,Li3Se8S5
Li1Cd2S5,-0.6498791873455048,0.1572181600838114,2.5130374431610107,LiCd2S5
Li3Ga5S8,-1.233464813232422,-0.0496432919824223,4.083927154541016,Li3Ga5S8
Li1S2I1,-0.6444157123565674,0.1037914296226,3.2648749351501465,LiS2I
Li17In6S5,-0.7509065330028534,0.1817338424469566,2.1788783073425293,Li17In6S5
Na2Li1S5,-0.8280410528182983,0.1732151348119101,3.414339780807495,Na2LiS5
Li2P1S6,-0.8854409992694855,-0.0494382403923864,3.2341504096984863,Li2PS6
Li17Sn6S5,-0.7973759829998016,0.1692433585254972,0.6050806045532227,Li17Sn6S5
Li2Zn15S19,-0.950997006893158,0.0814572364955649,2.7605559825897217,Li2Zn15S19
Li6Hg1S4,-1.2633333683013916,0.0359210837440635,1.974732756614685,Li6HgS4
Li17S19,-1.127234971523285,0.0117038249408358,4.812546730041504,Li17S19
Li1Pb1S2,-1.000744205713272,-0.007238108109105,0.8570064306259155,LiPbS2
Li3As5S8,-0.7315765142440795,0.0091515330215454,1.784721851348877,Li3As5S8
Li1Mg1S2,-1.263196921348572,0.1718704105710709,4.286758899688721,LiMgS2
Li1P2S5,-0.7146144509315491,0.0253071233076642,3.443936347961426,LiP2S5
Li3S8F5,-1.3446943581104278,0.1703713664794153,7.638798713684082,Li3S8F5
Li1In2S1,-0.5828475177288055,0.1880514697191111,1.5955991744995115,LiIn2S
Li3S2,-1.3770461916923522,0.0016242918433624,3.288657665252685,Li3S2
Li3P5S8,-0.8031854271888733,-0.0045463791782701,3.473334312438965,Li3P5S8
Li3Ge8S5,-0.6018209338188172,0.0663448568452451,0.933502197265625,Li3Ge8S5
Li1Ge1S2,-1.0543221652507782,-0.0812724719174446,3.223907232284546,LiGeS2
Li1Te2S1,-0.6026223003864288,0.1105155030084583,1.5125000476837158,LiTe2S
Sr15Li2S19,-1.9911182522773745,0.1627020523117439,2.621012687683105,Sr15Li2S19
Li6P1S4,-1.288950765132904,0.0410196780424203,2.9832656383514404,Li6PS4
Li6Ge1S4,-1.3333711624145508,0.0124910469036314,2.297102928161621,Li6GeS4
Li6Te4S1,-1.0754565834999084,0.0514907703599396,1.5770728588104248,Li6Te4S
Li6S1I4,-1.3135873317718505,0.1309354648758762,2.6736483573913574,Li6SI4
Li1As5S2,-0.3625428676605224,0.0674068404905208,0.6187516450881958,LiAs5S2
Li6P4S1,-0.6547811686992645,0.1358721010653464,1.8919031620025637,Li6P4S
Li17Te6S5,-1.261228895187378,0.0225890730492293,1.6641805171966553,Li17Te6S5
Li3Al5S8,-1.5261734962463378,-0.0945977548574474,4.453989028930664,Li3Al5S8
Li2Al15S19,-1.4089293241500855,-0.1253165616674478,4.000128269195557,Li2Al15S19
Li17P5S6,-0.9935674667358398,0.1600000271013204,2.383580446243286,Li17P5S6
Li2As1S6,-0.7802382647991181,-0.0493963290120792,2.231664657592773,Li2AsS6
Li3Mg8S5,-1.0014623403549194,0.1636499594308689,2.6639046669006348,Li3Mg8S5
Li2Ge15S19,-0.6947670221328736,-0.0598836927752343,2.1563220024108887,Li2Ge15S19
Li1S17,-0.174220871925354,0.0002808146950157,1.1857784986495972,LiS17
Li2S6I1,-0.7661694467067719,-0.084629565919734,2.301708459854126,Li2S6I
Li1Si1S2,-1.2416041374206543,-0.1084933520039872,3.949765205383301,LiSiS2
Li6S1F4,-2.581814503669739,0.1308121538870796,5.356930255889893,Li6SF4
Li2Al1S2,-1.464763295650482,-0.0464899657338144,3.768880844116211,Li2AlS2
Sr2Li2S1,-0.8040277361869812,0.153999155771352,2.0540804862976074,Sr2Li2S
Li2S15F19,-1.6767472863197326,-0.0864973618391182,8.242822647094727,Li2S15F19
Li1Te2S5,-0.4019799053668976,-0.0093511104710637,2.2942821979522705,LiTe2S5
Li6S5,-1.2327797651290893,0.0435546622653917,3.919087409973145,Li6S5
Li6B1S4,-1.3015568137168885,0.0504344061063439,3.0173802375793457,Li6BS4
Li1Zn2S5,-0.7576394140720367,0.1350041060358512,3.100520610809326,LiZn2S5
Li17S11,-1.3999692916870117,-0.0078976579423259,3.212023973464966,Li17S11
Li6Al4S1,-0.4014386117458343,0.1378548867200754,3.02856183052063,Li6Al4S
Li6Ga4S1,-0.4995574653148651,0.1398067186055929,2.20721697807312,Li6Ga4S
Li17As6S5,-0.9611568689346314,0.0864389839969156,1.23151957988739,Li17As6S5
Li2Ga6S1,-0.3847310662269592,0.1165182289350788,1.9091092348098757,Li2Ga6S
Li3P8S5,-0.6016370594501496,0.0453173183232887,2.308342933654785,Li3P8S5
Li1S5I2,-0.5062955737113952,-0.1136667788155614,2.8108015060424805,LiS5I2
Li2B15S19,-0.8056480705738067,-0.0561887490019132,4.790452003479004,Li2B15S19
Li3Zn5S8,-1.0868856191635132,0.0243053466400582,3.0993754863739014,Li3Zn5S8
Li3Ge5S8,-0.9440068423748016,-0.0881159994841762,2.846358299255371,Li3Ge5S8
Li17Ca5S6,-0.9504455089569092,0.0688792462960671,2.636492729187012,Li17Ca5S6
Li3Si5S8,-1.1366466641426087,-0.0970784656269834,3.70633864402771,Li3Si5S8
Li2Si15S19,-0.9106084823608398,-0.0263557207578297,2.887168884277344,Li2Si15S19
Li17Ga6S5,-0.7581737637519836,0.1980462944250978,2.282017946243286,Li17Ga6S5
Li2In19S15,-0.7255819201469421,-0.0082849815994866,1.3097679615020752,Li2In19S15
Sr4Li6S1,-0.3802745580673217,0.0551922110046478,1.5361785888671875,Sr4Li6S
Li2Ge1S2,-1.1590784907341003,-0.0026790928174313,2.6310360431671143,Li2GeS2
Li6S4I1,-1.1946045875549316,0.1237769321528616,2.5652804374694824,Li6S4I
Li1P1S2,-0.9323366641998292,-0.0037970801689515,3.592054843902588,LiPS2
Li2As19S15,-0.416102397441864,0.0105708512155418,1.0142462253570557,Li2As19S15
Li6S1O4,-2.007240879535675,0.0806246154075069,3.9282889366149902,Li6SO4
Li2S7,-0.687757796049118,-0.017859256898986,3.129746675491333,Li2S7
Li2Sn1S2,-1.1419814348220825,0.0393914980945855,1.4969539642333984,Li2SnS2
Li2Ga19S15,-0.8777250289916992,-0.0418888221109098,3.039822816848755,Li2Ga19S15
Li2B19S15,-0.686146080493927,-0.0728654349902422,4.276703834533691,Li2B19S15
Li2Ge1S6,-0.8472841262817383,-0.0233176206798864,3.4504170417785645,Li2GeS6
Li1Sn1S2,-1.0578563928604126,-0.0311452702562455,1.6937137842178345,LiSnS2
Li1Zn1S2,-1.0765345573425291,0.0506290914223521,3.2546379566192627,LiZnS2
Li1B5S2,-0.4552891731262207,0.0750543296862796,3.299736738204956,LiB5S2
Li1Se2S5,-0.5010926723480225,0.0604993710025172,2.8424224853515625,LiSe2S5
Li1Hg2S5,-0.391644948720932,0.1588791137083837,1.5339336395263672,LiHg2S5
Li2Cd19S15,-0.8113776385784149,0.0078529075384831,1.7853857278823853,Li2Cd19S15
Li2S1N6,-0.3187471926212311,0.1825021025408064,3.721372365951538,Li2SN6
Li2S19Cl15,-0.8190371930599213,-0.0470022730819127,5.90485954284668,Li2S19Cl15
Li2B1S2,-1.1246673703193664,0.0452158507084123,3.622262477874756,Li2BS2
Ba19Li2S15,-1.882007133960724,0.0597313226191364,2.5222315788269043,Ba19Li2S15
Li2In1S6,-0.7006244421005249,0.1749949525754012,3.031177520751953,Li2InS6
Li1As2S1,-0.5887457311153412,0.0784027392492425,0.8874709606170654,LiAs2S
Na2Li1S1,-0.9929888010025024,0.0398992876954139,3.1484293937683105,Na2LiS
Li2Mg19S15,-1.470523726940155,-0.0355141047960672,2.587817668914795,Li2Mg19S15
Li2Te1S2,-1.0330298006534575,0.000664395006799,2.2394509315490723,Li2TeS2
Li2Mg1S2,-1.616770613193512,-0.0428897686101785,4.30405330657959,Li2MgS2
Li2Zn1S2,-1.3252634406089785,0.0022944574505465,2.8596105575561523,Li2ZnS2
Li3S8Cl5,-1.0050796687602996,0.0015164178959496,6.010619163513184,Li3S8Cl5
Li17Ca6S5,-0.7452305793762207,0.1139949070151485,2.356602668762207,Li17Ca6S5
Li2Cd1S2,-1.2408851504325866,0.0182358094840811,2.692457914352417,Li2CdS2
Li1In5S2,-0.4613275587558746,0.1311154653587084,0.5875524282455444,LiIn5S2
Li1Hg1S2,-0.6922918081283569,0.0927523829579526,1.727981686592102,LiHgS2
Li6Mg1S4,-1.5749209523200989,-0.0392944490625222,3.764530897140503,Li6MgS4
Li2Ca1S2,-1.8459033608436584,0.0175393500730085,3.810722827911377,Li2CaS2
Ba1Li1S2,-1.7415854692459107,0.0622797827332557,3.777467250823975,BaLiS2
Li6Se4S1,-1.2567417860031127,-0.0537113983827128,2.279293298721313,Li6Se4S
Li6S1N4,-0.6052134692668915,0.1172439364717444,2.877225875854492,Li6SN4
Li2Mg1S6,-0.8404696047306061,0.1463414715855321,3.5128626823425293,Li2MgS6
Li2Cd1S6,-0.7100850403308868,0.1018594333926589,2.638704538345337,Li2CdS6
Li17Ge6S5,-0.8017308115959167,0.1413338872597389,1.2362269163131714,Li17Ge6S5
Li17S5F6,-2.091141176223755,0.0712764183223759,4.967495441436768,Li17S5F6
Li17Ge5S6,-0.9289072692394256,0.139058824852837,1.4099466800689695,Li17Ge5S6
Li1Te5S2,-0.3612787961959839,0.0092884123977662,0.8679019212722778,LiTe5S2
Li17Pb5S6,-0.9040528893470764,0.1597520114416145,0.5791174173355103,Li17Pb5S6
Li6Te1S4,-1.2875545382499696,0.0025325791334798,2.075905561447144,Li6TeS4
Li2Hg19S15,-0.4196983635425567,0.0004181836854526,0.7221419811248779,Li2Hg19S15
Li2P19S15,-0.4789150714874267,-0.0135298127663595,2.160102844238281,Li2P19S15
Li1S3,-0.7485731601715088,-0.0265590368753766,3.5012006759643555,LiS3
Li2Te19S15,-0.3134850084781647,-0.1389833218577941,1.426506519317627,Li2Te19S15
Li1Ge2S1,-0.5735153675079345,0.1492342561899822,0.8513588905334473,LiGe2S
Li1Al1S2,-1.5474649786949155,-0.0160133992157485,4.118439674377441,LiAlS2
Li2As6S1,-0.3530910313129425,0.1481582638490941,0.8314826488494873,Li2As6S
Li17Al6S5,-0.7027649998664856,0.1870005225963125,3.033667087554932,Li17Al6S5
Li3S5,-0.9738011002540587,-0.0172668483009328,4.771548748016357,Li3S5
Li6In4S1,-0.4749964892864227,0.1203760062042793,1.5470001697540283,Li6In4S
Li3Zn8S5,-0.7265193939208985,0.1615916000244148,2.096850872039795,Li3Zn8S5
Li2Si1S2,-1.2289182305336,-0.0230933241169331,3.7536911964416495,Li2SiS2
Li1S2Cl5,-0.918658584356308,0.1652876349926497,5.724697113037109,LiS2Cl5
Li10S1,-0.3773971974849701,0.0327158621930603,1.472898244857788,Li10S
Li2S6Cl1,-0.8932393074035645,-0.0552198843387483,3.314218044281006,Li2S6Cl
Li3Cd8S5,-0.6702390551567078,0.1430190376948549,1.7173887491226196,Li3Cd8S5
Li6Se1S4,-1.275743842124939,0.0122967463457053,2.314699649810791,Li6SeS4
Li1Ga5S2,-0.5359640121459961,0.102710043218587,2.41931700706482,LiGa5S2
Li2Se19S15,-0.2334054946899414,0.0819145505204587,2.664886474609375,Li2Se19S15
Li7S4,-1.495272731781006,-0.0483782108178014,2.93477725982666,Li7S4
Li8S1,-0.4309752881526947,0.0702740070093423,1.545055627822876,Li8S
Li1Al2S5,-1.1256741166114808,0.0865537970083114,4.018098831176758,LiAl2S5
Li2B1S6,-0.8559130072593689,-0.0226573018162469,3.0268075466156006,Li2BS6
Li2In1S2,-1.2188700437545776,0.0145683361620889,3.2210769653320312,Li2InS2
Li1S7,-0.3875153958797455,0.0051133990160883,1.9468473196029663,LiS7
Li2Pb1S2,-1.2052868843078612,0.0107725316088065,0.8587532043457031,Li2PbS2
Li2Hg15S19,-0.4107773959636688,0.0514777512941019,1.0028557777404783,Li2Hg15S19
Li2P15S19,-0.563860684633255,-0.0211823408744704,2.689138650894165,Li2P15S19
Li6C1S4,-1.0788560867309571,0.191106827652161,2.8284711837768555,Li6CS4
Li2Ge19S15,-0.5324022889137268,-0.0074920508523843,0.9920699596405028,Li2Ge19S15
Ba1Li2S6,-1.0553324043750762,0.1398827281579928,3.355740785598755,Ba(LiS3)2
Li1C1S2,-0.5635234773159027,0.1638298880561214,3.945451259613037,LiCS2
Li2Se1S2,-1.011940598487854,0.0172512335642296,2.686272144317627,Li2SeS2
Li17P6S5,-0.8918726980686188,0.1690142523469847,2.2321038246154785,Li17P6S5
Li4S1,-0.9081341922283171,-0.0058854609366502,2.0102884769439697,Li4S
Na8Li3S5,-1.2512247800827023,-0.0122491844186403,3.398624420166016,Na8Li3S5
Li17Mg6S5,-0.6475917220115661,0.1843443038440886,2.49833607673645,Li17Mg6S5
Li2Pb1S6,-0.7016929149627685,0.0914089689988723,1.417710542678833,Li2PbS6
Ba5Li3S8,-1.8982586145401,0.0371464523349005,3.5559773445129395,Ba5Li3S8
Li17As5S6,-1.052748256921768,0.0877285248937083,1.3123565912246704,Li17As5S6
Li1S2F5,-2.1406798124313355,-0.0378621604261271,7.607363700866699,LiS2F5
Li3Se5S8,-0.5042876303195953,0.1310711529842088,3.1741576194763184,Li3Se5S8
Li1As2S5,-0.588916438817978,0.0206409960778548,2.172243595123291,LiAs2S5
Li2As2S1,-0.7103552758693695,0.1918934554222987,1.0848748683929443,Li2As2S
Li6Cd4S1,-0.416173529624939,0.1824753270227883,1.4309048652648926,Li6Cd4S
Li1Ca1S2,-1.6476991295814514,0.1493205352548579,3.912777900695801,LiCaS2
Li3Ca5S8,-1.823617577552796,0.1248934083400612,3.624442577362061,Li3Ca5S8
Li6C4S1,-0.2280695676803588,0.1845238443209038,2.9129598140716557,Li6C4S
Li17Ga5S6,-0.8985292255878449,0.1807445207365611,2.3836843967437744,Li17Ga5S6
Li2S1F6,-2.6124279737472533,-0.0397109059463276,5.495581150054932,Li2SF6
Li3B5S8,-0.9678940773010254,-0.0087792254074168,5.0456085205078125,Li3B5S8
Li3S8I5,-0.4961760461330414,0.0742419223044589,3.2997937202453613,Li3S8I5
Li11S3,-1.0030125617980956,-0.0363174925570244,2.084373712539673,Li11S3
Li17In5S6,-0.8841006398200989,0.1735700452218379,2.3338468074798584,Li17In5S6
Li2Ga1S6,-0.800669264793396,0.1160443798825301,3.14147686958313,Li2GaS6
Li3Hg5S8,-0.6058975219726562,0.0776441217327011,1.5447431802749634,Li3Hg5S8
Ba2Li2S1,-0.7613000452518464,0.1710795773731532,2.308572769165039,Ba2Li2S
Sr1Li2S2,-1.8602447867393488,3.083651065227677e-05,3.844879627227783,Sr(LiS)2
Sr1Li2S6,-1.0380024313926697,0.1386834341033624,3.826836585998535,Sr(LiS3)2
Li3Al8S5,-0.8326226830482483,0.1547083144908146,3.77535343170166,Li3Al8S5
Li17S6I5,-1.371601116657257,0.1030630198457192,2.6092782020568848,Li17S6I5
Li6Si4S1,-0.4192181527614593,0.1206797300334546,1.8575537204742432,Li6Si4S
Li17Al5S6,-0.8565968096256256,0.1735350822344925,3.0735809803009038,Li17Al5S6
Li6Si1S4,-1.3973464727401734,-0.0290181231947181,3.4695444107055664,Li6SiS4
Li2Al1S6,-0.8972040593624115,0.1324444603135155,2.703577041625977,Li2AlS6
Li2Hg1S2,-1.0084823369979858,0.0453799949186812,1.737663745880127,Li2HgS2
Li6Ca1S4,-1.6867436647415162,-0.0194981313324247,3.303799152374268,Li6CaS4
Li2Hg1S6,-0.5660007715225219,0.131911131089913,1.8016746044158936,Li2HgS6
Li17Sn5S6,-0.9166454136371612,0.1695056317943867,0.6889349222183228,Li17Sn5S6
Li2Ca1S6,-0.977590584754944,0.1700881950797124,3.3261749744415283,Li2CaS6
Li1S5Cl2,-0.8635278344154358,-0.1160917815039783,5.190683364868164,LiS5Cl2
Li17Si5S6,-0.852888411283493,0.1775402764524757,2.6066250801086426,Li17Si5S6
Li6Cd1S4,-1.384498155117035,0.0080556732920569,2.511504411697388,Li6CdS4
Li2S15Cl19,-0.8364915490150452,0.0470945209039354,6.088529586791992,Li2S15Cl19
Li17S6Cl5,-1.6840818166732787,0.0458011979546975,3.727638006210327,Li17S6Cl5
Li3As8S5,-0.5676587045192718,0.0290781212229156,0.8591878414154053,Li3As8S5
Li2Zn6S1,-0.3108875632286071,0.1903617319334299,0.9955965280532836,Li2Zn6S
Li2Te1S6,-0.7148112058639526,-0.0416903383092388,2.2366957664489746,Li2TeS6
Li1S1F2,-2.078946232795716,0.1596961671131382,7.03404712677002,LiSF2
Li11S5,-1.514256513118744,-0.1044928704755139,2.5556209087371826,Li11S5
Li2Se2S1,-1.0288603246212005,-0.083543402127153,2.4750277996063232,Li2Se2S
Li2Ga1S2,-1.2974539875984192,-0.0147025076817517,3.3562827110290527,Li2GaS2
Li3B8S5,-0.5793911218643188,0.1337466342337716,4.255570411682129,Li3B8S5
Li2In6S1,-0.3157044887542725,0.185544806407765,0.6945496797561646,Li2In6S
Li2Sn15S19,-0.7684598445892334,0.0054445743748872,0.7579768896102905,Li2Sn15S19
Li6Ga1S4,-1.4046170949935912,-0.0013221211299545,2.905212163925171,Li6GaS4
Li17Pb6S5,-0.7633498549461365,0.172872206088089,0.5119357109069824,Li17Pb6S5
Ba15Li2S19,-2.013018584251404,0.1039458586016039,2.870700597763061,Ba15Li2S19
Li17S5Cl6,-1.7170384407043455,0.0043663181275004,3.79911994934082,Li17S5Cl6
